GeneSymbol	Hyp1	Hyp2	Norm1	Norm2
HOXB3	49	49	19	20
HOXB-AS3	0	0	0	0
HOXB-AS2	0	0	0	0
HOXB4	0	0	4	0
ENSG00000257178	0	0	3	0
MIR10A	0	0	0	0
HOXB5	0	0	0	5
HOXB6	0	0	0	0
HOXB7	1	0	0	0
HOXB8	0	0	0	1
HOXB9	0	0	0	0
HOXB-AS4	0	0	0	0
MIR196A1	0	0	0	0
LINC03057	0	0	0	3
LINC02086	0	0	0	0
ENSG00000244559	0	0	0	0
RPL9P28	4	5	1	1
COX6B1P2	0	0	0	0
PRAC1	0	0	0	0
PRAC2	0	0	0	0
ENSG00000273750	0	0	0	0
ENSG00000277542	0	0	0	0
MIR3185	0	0	0	0
HOXB13	0	0	0	0
ENSG00000242407	0	0	0	0
TTLL6	0	0	0	0
RN7SL125P	0	0	0	0
CALCOCO2	3348	2656	4869	3661
SUMO2P17	1	0	13	1
ENSG00000212565	0	0	0	0
ENSG00000248895	0	0	0	0
ATP5MC1	85	139	198	99
ENSG00000270781	0	4	3	0
UBE2Z	1136	1636	2677	1642
SNF8	183	282	589	325
ENSG00000230532	0	0	0	0
ENSG00000289021	0	0	3	11
RNU1-42P	0	0	0	0
ENSG00000238804	0	0	0	0
GIP	0	0	14	9
ENSG00000250838	0	20	0	3
IGF2BP1	3437	4010	8190	5365
ENSG00000251461	1	0	1	0
RNU6-826P	0	0	1	0
ENSG00000251550	4	0	26	23
B4GALNT2P1	0	0	0	0
B4GALNT2	22	2	6	4
ENSG00000240995	0	0	0	0
GNGT2	0	0	4	0
ABI3	0	0	5	7
PHOSPHO1	0	0	4	0
FLJ40194	0	1	4	0
MIR6129	0	0	0	0
ZNF652	1366	1244	1642	1283
ZNF652-AS1	0	0	10	4
ENSG00000262039	0	0	0	0
ENSG00000250948	0	0	5	6
ENSG00000186244	1	0	0	0
PHB1	419	529	1086	612
ENSG00000250186	0	0	0	0
EIF4EP2	1	1	2	3
LINC02075	0	0	0	0
ENSG00000279036	0	0	0	0
NGFR	100	49	146	52
NGFR-AS1	0	0	0	0
MIR6165	0	0	0	0
ENSG00000250310	0	0	0	0
NXPH3	0	10	1	2
SPOP	1366	1505	3387	2433
SLC35B1	363	595	1153	905
ENSG00000250751	0	0	1	1
FAM117A	57	138	73	40
KAT7	1397	1113	1811	1291
SRP14P3	0	0	0	0
ENSG00000262837	0	0	0	0
TAC4	0	0	1	0
ENSG00000204584	0	0	7	0
ENSG00000248954	0	0	0	0
ENSG00000254039	0	0	0	0
ENSG00000249176	0	0	0	0
RNU6-1313P	0	0	0	0
DLX4	3	0	0	0
DLX3	2	0	0	0
ENSG00000248172	0	0	0	0
PICART1	16	0	11	32
ITGA3	2750	4214	5418	2772
ENSG00000276851	37	13	50	53
PDK2	158	167	334	197
ENSG00000275025	0	0	1	0
ENSG00000250282	0	0	2	0
SAMD14	87	287	79	79
PPP1R9B	1019	1330	2031	1274
ENSG00000236472	0	0	0	0
ENSG00000253730	0	13	6	7
ENSG00000261959	11	0	2	1
SGCA	4	22	4	5
H1-9P	2	0	3	4
COL1A1	927956	977155	799281	576409
ENSG00000249406	0	41	7	8
ENSG00000263176	0	0	3	5
SUMO2P7	0	0	0	0
TMEM92	55	31	110	38
TMEM92-AS1	18	0	38	35
XYLT2	635	1058	621	346
ENSG00000279792	36	0	5	9
MRPL27	396	494	713	445
EME1	50	73	49	16
LRRC59	3015	4148	6701	3846
ENSG00000253102	0	0	0	0
ACSF2	253	463	315	224
MRPS21P9	0	0	0	0
CHAD	5	0	6	0
ENSG00000275897	0	0	4	0
RSAD1	130	292	442	297
ENSG00000249451	0	0	0	0
MYCBPAP	2	0	13	5
ENSG00000250286	0	0	2	0
EPN3	0	0	5	0
SPATA20	445	960	879	545
CACNA1G-AS1	0	0	0	0
CACNA1G	0	0	9	0
ENSG00000250976	0	0	0	0
ENSG00000251239	0	0	0	0
ABCC3	3	0	3	3
ANKRD40	1032	755	2262	1731
ENSG00000262967	0	0	0	0
LUC7L3	9171	7502	17296	13978
ENSG00000278963	37	0	16	13
ANKRD40CL	0	0	0	0
MIR8059	0	0	0	0
ENSG00000285829	0	0	0	0
ENSG00000290053	0	0	1	0
ENSG00000248702	0	0	0	0
WFIKKN2	17	42	31	20
ENSG00000261976	0	0	0	0
RPL5P33	0	0	0	0
TOB1	887	956	1839	1351
TOB1-AS1	10	0	9	9
ENSG00000262006	0	0	0	0
ENSG00000247011	0	0	0	0
ENSG00000251665	0	0	0	0
SPAG9	8165	6891	10928	8012
ENSG00000249870	0	0	0	2
NME1	602	423	1568	1247
NME1-NME2	0	0	0	0
NME2	11	23	12	11
MBTD1	906	831	1791	1290
ENSG00000279089	71	70	77	63
ENSG00000264895	0	0	7	12
UTP18	1066	917	1613	1199
LINC02071	0	0	0	0
ENSG00000249982	0	0	0	0
ENSG00000249658	0	0	0	0
LINC02073	0	0	0	0
RPL7P48	0	0	0	1
CA10	0	0	1	0
ENSG00000279743	0	0	0	0
LINC01982	0	0	0	0
LINC02089	0	0	0	0
LINC02876	0	0	0	0
MTCO1P40	111	76	114	90
ENSG00000285939	0	0	0	0
ENSG00000263252	0	0	0	0
ENSG00000262271	16	0	0	4
ENSG00000262518	0	0	0	0
ENSG00000262384	0	0	0	0
RPS2P48	1	0	0	0
KIF2B	0	0	0	0
ENSG00000263189	0	0	0	0
ISCA1P3	0	0	0	0
ENSG00000288036	0	0	0	0
ENSG00000263199	0	0	0	0
ARL2BPP8	0	0	0	0
RN7SKP14	0	0	0	0
TOM1L1	511	307	1081	891
COX11	332	627	1414	1012
ENSG00000279059	62	137	306	269
ENSG00000275710	0	0	9	10
STXBP4	354	451	1256	1032
HLF	0	5	3	2
ENSG00000263096	0	0	0	0
ENSG00000262079	0	0	0	0
MMD	918	893	2548	1936
SMIM36	0	0	0	0
ENSG00000236319	0	0	0	0
GARS1P1	0	0	0	0
RNU6-1249P	0	0	0	0
ENSG00000289016	0	0	0	0
TMEM100	17	0	9	6
PCTP	317	379	581	315
ENSG00000262052	0	0	0	0
ANKFN1	0	18	0	7
ENSG00000261882	0	0	0	0
ENSG00000279606	0	9	0	0
RPL39P33	0	0	0	0
NOG	2346	2330	496	510
C17orf67	38	27	38	23
ENSG00000283209	0	0	0	0
DGKE	321	399	417	313
TRIM25	599	726	1172	730
RNU6-1158P	0	0	0	0
ENSG00000262408	0	0	0	0
ENSG00000262112	0	0	0	0
MIR3614	0	0	0	0
ENSG00000274213	0	0	0	0
COIL	1208	1079	2128	1493
ENSG00000262298	3	0	0	1
ENSG00000262623	0	0	0	0
SCPEP1	427	444	1275	779
ENSG00000263120	0	0	5	1
RNF126P1	0	0	0	0
AKAP1-DT	27	0	10	11
AKAP1	106	120	440	294
ENSG00000263089	2	0	2	8
ENSG00000285785	0	0	0	0
ENSG00000286732	0	0	1	8
MSI2	2357	2395	4297	3280
ENSG00000279555	0	0	4	8
ENSG00000279281	0	0	1	4
ENSG00000266100	0	0	0	0
ENSG00000280028	0	0	0	0
ENSG00000263499	0	0	0	0
RN7SL449P	0	6	1	5
RNU7-134P	0	0	0	0
CCDC182	0	0	0	0
ENSG00000265542	0	0	3	1
RN7SKP94	0	0	0	0
MRPS23	957	1019	2308	1799
CUEDC1	126	269	702	296
ENSG00000264914	0	0	0	0
ENSG00000278642	0	0	0	0
VEZF1	2325	2244	5345	3856
ENSG00000280233	0	0	0	0
ENSG00000266086	0	0	0	0
ENSG00000264112	297	404	683	544
SRSF1	1014	815	2535	1807
ENSG00000279069	18	22	82	93
ENSG00000285930	0	0	0	0
DYNLL2-DT	0	0	0	0
DYNLL2	1092	1190	2600	1805
ENSG00000279207	233	143	404	287
OR4D1	0	0	3	0
MSX2P1	0	0	0	0
OR4D2	0	0	0	0
EPX	0	0	3	0
ENSG00000278627	48	0	0	22
MKS1	193	88	228	133
LPO	0	0	2	0
ENSG00000287337	7	0	8	0
ENSG00000286788	0	0	0	0
MPO	0	0	0	0
TSPOAP1	75	244	76	39
TSPOAP1-AS1	15	9	28	20
MIR142HG	0	0	0	0
MIR142	0	0	0	0
MIR4736	0	0	0	0
SUPT4H1	0	0	2	0
ENSG00000285897	0	0	9	5
RNF43	5	0	20	5
HSF5	0	0	2	0
SETP3	0	2	4	0
MTMR4	1177	1162	1450	1048
ENSG00000289147	0	0	0	0
SEPTIN4-AS1	0	18	2	2
SEPTIN4	113	133	146	83
TEX14	0	0	4	2
ENSG00000290039	0	0	3	7
IGBP1C	1	1	0	0
RNU1-108P	0	0	0	0
ENSG00000266561	0	0	0	0
RNU1-52P	0	0	0	0
RNVU1-34	0	0	0	0
RAD51C	497	200	509	475
ENSG00000274198	0	0	0	5
PPM1E	16	0	173	116
RNU6-518P	0	0	0	0
ENSG00000241462	0	0	0	0
ENSG00000263938	0	0	0	0
TRIM37	761	469	2270	1583
RN7SL716P	0	0	0	0
ENSG00000224738	16	0	8	0
SKA2	1465	1397	3274	2780
RNU2-58P	0	0	0	0
MIR454	0	0	0	0
MIR301A	0	0	0	0
PRR11	1736	1715	1206	847
SPDYE22P	0	0	0	0
ENSG00000265303	0	0	0	0
PRR11-AS1	0	0	0	0
SMG8	422	343	780	575
GDPD1	108	74	215	181
SNRPGP17	0	0	0	0
YPEL2	710	764	980	830
ENSG00000278863	0	0	0	0
MIR4729	0	0	0	0
ENSG00000266002	0	0	0	0
LINC01476	0	0	0	2
RNU4-13P	0	0	0	0
DHX40	2362	1762	4117	2774
ENSG00000273702	30	0	19	22
CLTC	21458	20933	41621	28071
PTRH2	401	367	723	535
VMP1	5467	5573	13517	10255
MIR21	0	0	0	0
RNU6-450P	0	0	0	4
TUBD1	285	287	305	252
NDUFB8P2	0	0	0	1
RPS6KB1	1291	1145	3256	2277
RPS29P21	0	0	0	0
ENSG00000267318	0	0	0	0
RNFT1	113	76	645	521
TBC1D3P1-DHX40P1	0	0	0	0
RNFT1-DT	18	37	7	11
DHX40P1	0	0	0	0
TBC1D3P1	0	0	0	0
ENSG00000287664	0	0	0	0
ENSG00000275860	0	0	0	0
ENSG00000274378	0	0	0	0
HEATR6	1402	1282	1936	1231
MIR4737	0	0	0	0
ENSG00000267526	0	0	1	1
HEATR6-DT	5	0	3	5
WFDC21P	9	0	19	9
ENSG00000280852	11	0	5	2
ENSG00000267295	0	0	0	0
ENSG00000267248	36	39	63	31
ENSG00000277532	0	0	0	0
ENSG00000286435	0	0	0	0
ENSG00000267095	0	0	0	0
CA4	0	0	0	0
USP32	1930	2214	3225	2304
SCARNA20	0	0	0	0
RPL32P32	12	0	3	0
SEPTIN7P12	0	0	0	0
H3P42	0	0	0	0
CHCT1	0	0	0	0
RPL12P38	1	5	7	7
APPBP2	2890	2977	5930	4189
ENSG00000270553	0	0	1	5
APPBP2-DT	0	0	7	5
ENSG00000267678	0	0	0	0
LINC01999	0	0	0	0
RPSAP66	0	0	0	2
PPM1D	522	478	1627	1045
RNU6-623P	0	0	0	2
BCAS3	376	465	942	649
RN7SL606P	0	0	0	0
RPL36AP46	1	0	0	2
KRT18P61	0	0	0	1
HMGN1P28	0	0	0	0
RN7SL448P	0	0	0	0
BCAS3-AS1	0	0	0	0
ENSG00000267449	1	0	1	2
RPL23AP74	0	0	0	0
ENSG00000286997	24	0	17	10
ENSG00000273982	0	0	0	0
ENSG00000267131	0	0	0	0
ENSG00000266934	0	0	0	0
TBX2-AS1	1	0	3	5
ENSG00000289926	0	0	6	7
TBX2	28	14	315	183
LINC02875	0	0	0	0
TBX4	0	0	0	0
ENSG00000267137	0	0	0	0
NACA2	1	2	1	1
BRIP1	221	49	411	289
INTS2	1034	1289	1505	1158
MED13	4044	3253	7985	5559
ENSG00000279133	7	26	23	15
RN7SL800P	0	0	0	0
ENSG00000285879	12	0	0	0
ENSG00000289293	2	8	8	2
POLRMTP1	1	1	12	5
ENSG00000266365	1	0	0	0
ENSG00000266647	0	0	0	0
TBC1D3P2	0	0	0	0
USP32P4	4	1	1	0
RPL36AP47	0	0	0	1
EFCAB3	0	0	0	0
ENSG00000239809	0	0	0	0
RNU7-52P	0	0	0	0
RPS23P7	0	0	0	0
METTL2A	211	477	808	620
TLK2	2064	1808	3918	3107
ENSG00000239246	4	8	2	4
ENSG00000264546	0	0	0	4
ENSG00000277463	0	0	0	0
ENSG00000274565	8	10	13	10
MRC2	5329	11031	7396	4515
ENSG00000279713	87	91	31	35
RNU6-446P	13	0	5	5
ENSG00000265702	20	0	1	6
MARCHF10	0	0	3	14
ENSG00000287457	0	0	0	0
MARCHF10-DT	0	0	0	0
PRELID3BP3	0	0	0	0
ENSG00000283538	13	55	45	17
MIR633	0	0	0	7
TRMT112P3	0	0	0	0
TANC2	5966	6705	6218	4235
ENSG00000270324	0	0	0	0
ENSG00000272164	0	0	0	0
ENSG00000272383	0	0	0	0
ENSG00000264513	0	0	1	0
DNAJB6P8	0	0	11	0
ENSG00000233635	0	0	5	1
ENSG00000263501	0	0	0	0
ENSG00000271919	0	0	0	0
ENSG00000226797	0	0	0	4
ENSG00000263644	0	0	0	0
ENSG00000271749	0	0	3	20
ENSG00000265282	8	0	0	2
CYB561	64	153	125	115
ENSG00000265971	0	0	0	0
PPIAP55	0	2	0	1
ACE	1	1	0	1
ENSG00000264813	0	0	0	0
ACE3P	0	0	0	0
KCNH6	0	0	0	0
DCAF7	2837	2726	5006	3317
ENSG00000288894	0	0	1	0
RNU6-288P	0	0	0	0
TACO1	6	19	14	6
FAM136DP	0	0	13	4
MAP3K3	320	312	945	613
EEF1DP7	0	0	0	0
STRADA	173	107	141	184
LIMD2	26	88	121	75
ENSG00000279369	0	6	39	34
ENSG00000125695	0	0	0	0
CCDC47	3143	2787	6850	4952
DDX42	4607	3869	8191	5656
FTSJ3	1184	1267	2960	1960
PSMC5	752	886	2514	1652
SMARCD2	227	241	697	356
TCAM1P	0	0	0	0
CSH2	0	0	0	0
GH2	0	0	0	0
ENSG00000259533	0	0	0	0
CSH1	0	0	0	0
ENSG00000259333	0	0	0	0
CSHL1	0	0	0	0
GH1	0	0	0	0
ENSG00000285947	0	0	0	0
CD79B	0	0	0	5
SCN4A	0	0	0	1
ENSG00000263489	0	0	0	0
PRR29-AS1	0	0	0	0
PRR29	11	1	0	3
ICAM2	0	0	0	0
ERN1	349	402	460	392
ENSG00000286629	0	0	0	0
ENSG00000289957	0	0	0	0
SNHG25	5	4	1	4
SNORD104	0	0	3	0
ENSG00000281311	0	0	0	0
SNORA50C	0	0	0	0
TEX2	710	531	1935	1302
RPL31P57	0	0	0	0
PECAM1	14	29	29	16
ENSG00000265031	0	0	0	0
MILR1	53	14	347	236
POLG2	733	472	534	337
ATP5MFP4	0	0	6	0
DDX5	14090	11057	46945	36133
MIR3064	0	0	0	0
MIR5047	0	0	0	0
CEP95	2059	1436	1943	1426
SMURF2	4436	3983	8466	6348
ENSG00000271779	25	36	0	10
MICOS10P2	0	0	0	0
ARHGAP27P1-BPTFP1-KPNA2P3	1	1	13	35
KPNA2P3	0	0	0	0
ENSG00000265298	0	1	11	18
BPTFP1	0	0	0	0
ENSG00000265982	1	0	1	0
ENSG00000291117	0	36	56	70
MIR6080	0	0	0	0
PLEKHM1P1	0	0	0	0
MIR4315-2	0	0	0	0
RNU7-115P	0	0	0	0
ENSG00000272400	0	0	0	0
LRRC37A3	243	212	451	315
RN7SL404P	1	0	0	0
ENSG00000272134	0	0	3	0
ENSG00000272220	0	0	0	0
ENSG00000265218	0	0	6	13
ENSG00000266644	0	1	2	0
RDM1P4	0	0	0	0
ENSG00000264057	17	0	0	13
ENSG00000290457	0	0	2	0
ENSG00000266155	0	0	0	0
ENSG00000280299	0	0	0	0
ENSG00000272346	0	0	0	0
ENSG00000265912	0	1	3	8
ENSG00000272006	0	0	2	12
SLC16A6P1	0	0	3	11
AMZ2P1	403	381	765	482
GNA13	5414	4808	7231	5279
ENSG00000266598	3	0	0	0
RGS9	496	568	197	167
ENSG00000265883	0	0	0	0
LINC02563	0	0	0	0
AXIN2	15	0	84	56
ENSG00000266076	0	0	0	0
CEP112	976	962	1878	1656
ENSG00000271587	0	0	0	0
ENSG00000270870	0	0	0	0
PSMD7P1	0	0	12	0
APOH	0	0	0	0
RNA5SP444	0	0	0	0
ENSG00000284242	0	0	1	0
PRKCA	3632	3750	8038	5126
RN7SL735P	0	0	0	0
PRKCA-AS1	0	0	0	0
ENSG00000289587	0	0	0	0
RNU6-928P	0	0	3	0
RNA5SP445	0	0	0	0
ENSG00000229330	0	0	0	0
MIR634	0	0	0	0
CACNG5	0	0	0	0
RNA5SP446	0	0	0	0
ENSG00000289877	0	0	0	0
CACNG4	15	0	4	0
ENSG00000264491	0	0	0	0
ENSG00000265664	0	0	0	0
CACNG1	0	0	0	0
HELZ	5503	4936	7202	5651
ENSG00000264421	0	0	0	0
RPL36AP48	1	0	0	0
ENSG00000285877	20	128	92	132
HELZ-AS1	0	0	0	0
RNA5SP447	1	0	0	0
ENSG00000207410	0	0	4	0
ENSG00000264093	0	0	2	0
PSMD12	3032	2170	8029	5938
PITPNC1	671	784	740	664
ENSG00000290052	0	0	0	0
RN7SL756P	0	0	0	0
MIR548D2	0	0	0	0
MIR548AA2	0	0	0	0
ENSG00000264754	0	0	0	0
ENSG00000279917	0	0	0	0
ENSG00000279361	0	0	0	0
ENSG00000288109	0	0	0	0
NOL11	1118	1117	3342	2151
SNORA38B	0	0	0	0
RPSAP67	0	0	0	0
RPL17P41	1	0	0	1
BPTF	8547	7131	12011	9273
ENSG00000266717	0	0	5	0
ENSG00000279573	1	1	2	4
ENSG00000279880	0	10	2	13
RN7SL622P	0	0	0	0
C17orf58	335	274	513	417
KPNA2	1999	1902	5855	3923
FBXO36P1	0	0	0	0
ENSG00000265055	0	14	5	0
ENSG00000291214	164	159	402	282
LINC00674	0	0	0	0
LRRC37A16P	10	16	31	17
ENSG00000278730	281	371	809	583
ENSG00000290646	0	0	0	0
ENSG00000274561	130	37	238	140
ENSG00000277476	48	0	19	19
SH3GL1P3	0	0	0	0
RDM1P3	4	20	2	7
ENSG00000278740	0	0	0	3
ENSG00000267731	27	48	13	1
ARHGAP27P2	0	0	0	0
AMZ2	3215	2538	4507	3326
ENSG00000290793	47	35	85	59
ENSG00000274712	0	0	0	0
ENSG00000265100	0	0	0	2
ARSG	87	51	233	209
SLC16A6	67	95	249	185
ENSG00000267009	4	0	6	8
WIPI1	1474	1293	2523	1669
MIR635	0	3	19	10
PRKAR1A	6532	6925	17516	11614
FAM20A	15	78	38	16
ENSG00000267461	0	0	0	0
LINC01482	0	8	2	0
ENSG00000283376	0	0	6	4
ENSG00000267250	0	0	0	0
ABCA8	1	56	52	51
ABCA9-AS1	0	0	0	0
ABCA9	0	0	3	8
ABCA6	0	0	0	15
SEC24AP1	0	0	0	0
MIR4524B	0	0	0	0
MIR4524A	0	0	0	0
ABCA10	11	0	24	20
PRO1804	0	0	0	1
ENSG00000285931	0	0	0	0
ABCA5	1090	381	677	585
SNRPGP4	0	0	0	0
ENSG00000252352	0	0	0	0
MAP2K6	153	145	1153	816
ENSG00000278972	0	0	0	0
ENSG00000267653	0	0	0	0
LINC01483	0	0	0	2
ENSG00000267184	0	0	0	0
LINC01497	0	0	0	4
ENSG00000230258	0	0	0	0
LINC01028	0	0	0	0
KCNJ16	23	40	120	72
KCNJ2-AS1	0	0	15	3
KCNJ2	100	10	153	142
ENSG00000289371	0	5	6	0
CALM2P1	0	1	0	1
ENSG00000267109	0	0	0	0
ENSG00000267471	0	0	0	0
ENSG00000271239	0	0	0	0
ENSG00000271101	0	0	0	0
CASC17	0	0	0	3
RNU7-155P	0	0	0	0
ENSG00000225818	0	0	0	0
MYL6P5	0	0	1	0
ENSG00000286387	0	0	0	0
ENSG00000283517	0	11	0	0
ROCR	0	0	2	0
LINC01152	0	35	7	9
ENSG00000288605	0	0	0	4
SOX9-AS1	6	22	15	5
LINC02097	2	0	0	0
SOX9	570	546	1917	1324
LINC00511	149	0	178	136
LINC02003	0	0	0	0
ENSG00000263680	0	0	5	0
RPL32P33	0	0	0	3
ENSG00000263893	0	0	0	0
SLC39A11	307	213	549	358
RN7SKP180	0	0	0	0
ENSG00000252274	0	0	20	7
ENSG00000264196	0	0	0	0
ATG12P1	2	1	0	2
POLR3KP2	0	0	0	0
ENSG00000264860	0	0	0	0
SSTR2	1	0	43	28
COG1	893	766	1059	651
ENSG00000277728	0	0	19	5
FAM104A	329	160	733	549
C17orf80	621	550	1899	1381
ENSG00000265010	0	0	0	8
CPSF4L	1	0	0	0
CDC42EP4	136	160	465	328
SDK2	275	259	258	189
ENSG00000264985	0	0	0	0
ENSG00000264750	0	0	0	0
ENSG00000265935	0	0	0	0
ENSG00000263574	0	0	0	0
LINC00469	0	0	0	0
LINC02092	0	0	0	0
ENSG00000265927	0	0	0	0
ENSG00000266765	0	0	0	0
ENSG00000288006	0	0	0	0
ENSG00000285648	0	0	0	0
LINC02074	0	0	0	0
RPL38	10051	8963	14688	10843
MGC16275	0	0	2	1
TTYH2	50	42	91	67
ENSG00000264272	0	0	0	0
DNAI2	0	0	0	0
ENSG00000266106	0	0	0	0
KIF19	0	23	0	0
BTBD17	0	0	0	0
GPR142	0	0	0	0
RNA5SP448	0	0	0	0
GPRC5C	70	137	72	40
CD300A	146	109	21	2
CD300LB	0	0	0	0
ENSG00000289070	0	0	0	0
CD300C	0	0	0	0
ENSG00000236770	0	0	0	0
CD300H	0	0	0	0
CD300LD	0	0	0	0
CD300LD-AS1	0	0	0	0
ENSG00000261222	0	0	2	0
CD300E	0	0	0	0
ENSG00000264659	0	0	0	0
RAB37	0	0	6	1
CD300LF	0	0	0	0
SLC9A3R1-AS1	0	0	0	0
MIR3615	0	0	0	0
NHERF1	143	126	577	313
NAT9	264	352	486	262
TMEM104	57	205	201	138
GRIN2C	0	0	0	1
FDXR	195	253	197	182
FADS6	0	0	0	1
USH1G	0	0	0	0
OTOP2	0	0	0	0
OTOP3	0	0	0	0
HID1	52	56	28	15
HID1-AS1	0	0	0	0
CDR2L	172	309	407	211
MRPL58	326	261	708	497
RNU6-362P	0	0	0	0
KCTD2	381	483	707	368
ATP5PD	1663	1755	2485	1924
RN7SL573P	0	0	0	0
ENSG00000270993	0	4	4	4
TRIM80P	0	0	0	0
SLC16A5	29	10	52	28
ARMC7	39	122	171	123
NT5C	64	91	215	116
ENSG00000279035	0	0	0	2
JPT1	1185	1483	3707	2016
ENSG00000265800	22	0	3	1
ENSG00000263786	5	3	38	30
SUMO2	6213	6132	8335	6434
NUP85	249	177	615	423
GGA3	420	460	806	595
MRPS7	322	298	728	503
MIF4GD	34	24	48	28
MIF4GD-DT	0	0	6	9
SLC25A19	22	0	28	25
GRB2	1218	1627	3859	2421
RPL36AP7	2	3	4	0
ENSG00000265987	0	0	0	0
ENSG00000264853	0	0	0	0
ENSG00000265342	0	0	2	0
MIR3678	0	0	0	0
RNU6-938P	0	0	0	0
TMEM94	297	499	457	213
MIR6785	0	0	0	0
CASKIN2	59	141	153	79
TSEN54	40	82	96	42
LLGL2	24	5	20	11
MYO15B	44	47	28	15
RECQL5	174	244	320	138
SMIM5	0	0	0	6
SMIM6	0	0	0	2
SAP30BP	931	1038	2395	1708
ENSG00000264829	0	0	0	2
ENSG00000264270	0	0	2	0
ITGB4	309	220	76	55
GALK1	181	381	124	42
H3-3B	5519	7005	12187	8030
MIR4738	0	0	0	0
UNK	150	147	412	292
ENSG00000266980	0	29	0	0
UNC13D	4	2	7	5
WBP2	1096	1187	1123	625
TRIM47	11	80	54	54
ENSG00000267801	0	0	0	0
TRIM65	212	350	458	259
ENSG00000267342	0	0	1	0
MRPL38	5	28	20	15
ENSG00000267426	0	0	0	0
FBF1	0	0	18	13
ACOX1	1186	1230	2678	1509
ENSG00000267615	0	0	0	0
TEN1-CDK3	1	0	1	1
TEN1	0	0	0	0
CDK3	2	0	1	3
EVPL	0	0	0	0
SRP68	2928	3447	5148	3431
ZACN	0	0	3	2
GALR2	0	0	2	0
EXOC7	354	515	1606	986
ENSG00000279382	0	0	2	0
MIR6868	0	0	0	0
FOXJ1	5	0	0	0
RNF157-AS1	0	0	17	1
RNF157	24	9	55	20
ATP5MGP6	0	0	0	0
ATF4P3	26	11	21	7
UBALD2	348	386	341	190
QRICH2	10	5	85	41
PRPSAP1	512	866	976	752
RNU6-24P	0	0	0	0
ENSG00000267518	0	0	0	0
SPHK1	7	78	21	4
UBE2O	293	567	851	482
RPL7P49	0	0	0	3
AANAT	0	0	0	0
RHBDF2	301	614	452	265
CYGB	251	297	381	321
PRCD	9	34	39	19
ENSG00000267546	4	0	7	8
ENSG00000267543	0	0	33	8
ENSG00000272386	0	31	6	10
SNHG16	541	787	1090	575
SNORD1C	0	0	0	0
SNORD1B	0	0	0	0
SNORD1A	0	0	0	0
ENSG00000284526	0	0	10	1
ST6GALNAC2	0	1	2	1
ENSG00000267078	0	0	0	0
ENSG00000267084	0	0	0	0
ENSG00000286750	0	0	0	0
ST6GALNAC1	0	0	3	0
RNU6-227P	0	0	0	0
ENSG00000261335	0	0	16	8
MXRA7	3968	5215	6556	4150
RNY4P36	1	0	4	6
ENSG00000277382	0	0	0	0
JMJD6	789	956	1015	775
ENSG00000274051	0	1	4	0
METTL23	421	251	591	427
ENSG00000267168	0	0	0	0
SRSF2	1183	1404	4628	3100
MFSD11	247	298	699	433
MIR636	0	0	0	0
RNU6-97P	0	0	0	0
LINC02080	0	0	2	5
ENSG00000287836	0	0	0	0
LINC00868	0	0	0	0
MGAT5B	6	47	21	7
ENSG00000267568	0	0	2	0
ENSG00000267521	0	0	0	0
ENSG00000280122	0	0	0	0
SNHG20	54	103	47	40
SEC14L1	4424	5423	5173	3108
SCARNA16	0	0	0	0
MIR6516	0	0	0	0
RNU4-47P	0	0	2	0
CYCSP40	0	0	0	0
SEPTIN9-DT	0	0	0	0
ENSG00000265121	0	0	0	0
SEPTIN9	7797	8754	9253	6341
ENSG00000266998	0	2	0	3
ENSG00000287257	0	0	0	0
MIR4316	0	0	0	0
ENSG00000279801	22	0	3	18
ENSG00000267263	0	0	0	0
ENSG00000267016	0	0	0	0
ENSG00000267665	8	0	0	0
ENSG00000267506	0	0	6	0
ENSG00000286534	0	0	0	0
ENSG00000267466	0	0	0	0
ENSG00000279572	0	0	0	0
ENSG00000285535	0	0	0	0
LINC01987	0	0	0	0
LINC01973	0	0	0	0
RNU1-80P	0	0	0	0
TNRC6C	604	660	864	589
ENSG00000279600	0	0	0	0
UBE2V2P2	0	0	0	0
RNU6-625P	0	0	0	0
TMC6	143	246	182	65
TMC8	0	0	1	0
C17orf99	0	0	0	0
EIF5AP2	0	0	0	1
SYNGR2	283	857	266	164
TK1	40	88	119	53
AFMID	411	624	635	390
ENSG00000267624	0	0	0	0
BIRC5	366	277	340	221
TMEM235	0	0	0	0
ENSG00000283914	0	0	0	0
THA1P	5	0	0	0
ENSG00000279886	0	0	0	0
LINC01993	0	0	5	0
ENSG00000267737	0	0	3	5
SOCS3	225	384	1434	926
SOCS3-DT	0	9	43	28
RN7SL236P	0	0	0	0
PGS1	198	212	514	400
ENSG00000200063	0	0	0	0
DNAH17	5	58	47	12
DNAH17-AS1	20	0	8	9
ENSG00000267770	0	0	0	0
RN7SL454P	0	0	0	0
SCAT1	0	0	0	0
ENSG00000289922	0	0	0	0
CYTH1	424	511	1436	963
ENSG00000279570	0	0	0	0
RNU6-638P	12	0	2	5
USP36	841	875	878	564
ENSG00000287539	0	6	5	7
RPL9P29	0	0	0	0
TIMP2	6134	7408	22179	13693
ENSG00000267601	0	0	0	0
CEP295NL	31	0	6	7
ENSG00000279339	23	0	1	2
ENSG00000267491	0	0	0	0
LGALS3BP	1135	2937	2713	1295
CANT1	424	794	1291	722
C1QTNF1-AS1	0	0	0	0
